room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
18199,70099,Private room,,Downtown Eastside,70,5.0,1,1.0,39.0,2.0,49.277312,-123.085171,2016-09-17 19:03:06.146063
6451248,26912591,Entire home/apt,,Grandview-Woodland,20,5.0,2,1.0,99.0,2.0,49.263932,-123.063843,2016-09-17 19:03:01.753135
6277033,32018604,Entire home/apt,,Kitsilano,5,5.0,2,0.0,107.0,3.0,49.266124,-123.147703,2016-09-17 19:02:59.540215
13829924,15194129,Private room,,West End,1,,2,1.0,66.0,,49.282359,-123.13266,2016-09-17 19:02:54.411536
5858716,30419050,Entire home/apt,,Downtown,21,5.0,1,1.0,94.0,7.0,49.277203,-123.120509,2016-09-17 19:02:52.575371
1954173,1257898,Entire home/apt,,Grandview-Woodland,1,,2,3.0,91.0,3.0,49.270571,-123.062338,2016-09-17 19:02:51.067864
4440951,7489167,Private room,,Kitsilano,19,5.0,2,1.0,76.0,3.0,49.267976,-123.154478,2016-09-17 19:02:47.629169
989908,5434194,Entire home/apt,,Downtown,0,,2,1.0,157.0,4.0,49.275495,-123.134062,2016-09-17 19:02:46.490509
6629637,27745167,Entire home/apt,,Downtown,28,5.0,2,0.0,121.0,4.0,49.27374,-123.124029,2016-09-17 19:02:44.676686
2233250,563940,Shared room,,Hastings-Sunrise,34,4.5,4,1.0,24.0,1.0,49.268144,-123.029997,2016-09-17 18:53:08.499980
11970997,62808946,Private room,,Oakridge,15,4.5,2,1.0,56.0,1.0,49.227779,-123.123258,2016-09-17 18:53:07.451255
14842370,41329829,Entire home/apt,,Kitsilano,1,,3,1.0,101.0,1.0,49.269722,-123.154639,2016-09-17 18:53:04.606613
2845806,8370402,Entire home/apt,,Grandview-Woodland,67,5.0,5,2.0,149.0,3.0,49.270533,-123.063789,2016-09-17 18:52:58.242278
13065799,30241578,Entire home/apt,,Downtown,10,5.0,2,0.0,137.0,3.0,49.279186,-123.12717,2016-09-17 18:52:55.538753
8175748,37424972,Private room,,Sunset,1,,2,1.0,43.0,1.0,49.223304,-123.103458,2016-09-17 18:52:54.421733
14742957,83642603,Private room,,Downtown,2,,2,1.0,59.0,1.0,49.278571,-123.109307,2016-09-17 18:52:52.785167
7821220,41177122,Entire home/apt,,Kitsilano,4,4.0,6,4.0,625.0,3.0,49.275348,-123.150377,2016-09-17 18:52:50.855340
15054406,10355717,Entire home/apt,,Downtown,0,,8,3.0,468.0,2.0,49.279851,-123.106851,2016-09-17 18:52:47.117000
13515017,48371582,Entire home/apt,,Downtown,41,5.0,8,1.0,117.0,1.0,49.28643,-123.123632,2016-09-17 18:52:44.621176
3364054,2085265,Entire home/apt,,West End,46,4.5,4,0.0,101.0,3.0,49.279853,-123.134684,2016-09-17 18:52:34.785368
5638429,29221250,Entire home/apt,,Downtown,30,5.0,4,1.0,117.0,4.0,49.278635,-123.115799,2016-09-17 18:52:30.637826
7751748,37424972,Private room,,Sunset,11,4.0,2,1.0,34.0,1.0,49.22394,-123.103137,2016-09-17 18:52:29.861192
13155069,49675003,Entire home/apt,,Downtown,3,5.0,3,1.0,152.0,2.0,49.274533,-123.129794,2016-09-17 18:52:25.341454
13124227,4515596,Entire home/apt,,Riley Park,15,4.5,3,1.0,66.0,3.0,49.235039,-123.10092,2016-09-17 18:52:23.628703
9089260,1628134,Entire home/apt,,Grandview-Woodland,0,,3,2.0,60.0,7.0,49.266985,-123.065942,2016-09-17 18:52:23.161584
8388566,40214472,Entire home/apt,,Grandview-Woodland,1,,5,1.0,77.0,1.0,49.267381,-123.05898,2016-09-17 18:52:20.584571
5145818,4292229,Entire home/apt,,West End,85,4.5,4,1.0,93.0,1.0,49.287057,-123.127654,2016-09-17 18:52:17.225512
2997479,15279874,Entire home/apt,,Kensington-Cedar Cottage,65,5.0,2,1.0,66.0,2.0,49.242154,-123.089055,2016-09-17 18:52:14.692602
13858406,25418232,Private room,,Mount Pleasant,4,5.0,2,1.0,43.0,2.0,49.258231,-123.105638,2016-09-17 18:52:10.884110
2034356,1748387,Entire home/apt,,Grandview-Woodland,2,,3,1.0,54.0,4.0,49.289321,-123.056567,2016-09-17 18:52:05.127788
14452137,42505809,Entire home/apt,,Arbutus Ridge,5,4.5,14,3.0,195.0,1.0,49.240112,-123.162679,2016-09-17 18:52:00.284501
13221,51634,Entire home/apt,,Riley Park,8,5.0,4,2.0,85.0,3.0,49.253932,-123.097366,2016-09-17 18:51:55.282556
13417437,76456026,Entire home/apt,,West End,7,4.0,4,2.0,203.0,3.0,49.286456,-123.125138,2016-09-17 18:51:52.480586
9114532,10374208,Entire home/apt,,West End,2,,2,0.0,108.0,7.0,49.27975,-123.132748,2016-09-17 18:51:48.759985
14916655,23343985,Entire home/apt,,Downtown Eastside,0,,3,0.0,45.0,1.0,49.278246,-123.093255,2016-09-17 18:51:47.573825
14223325,50162426,Entire home/apt,,Downtown,13,5.0,2,0.0,94.0,,49.278113,-123.120564,2016-09-17 18:51:45.222239
