room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
16586034,1311,32604013,Shared room,,Vancouver BC,,West End,1,0.0,1,1.0,,20.0,,2017-06-11 19:52:07.119521,49.28943,-123.133299,0101000020E6100000BA6587F887C85EC09B3DD00A0CA54840
16086630,1311,73238515,Shared room,,Vancouver BC,,Kensington-Cedar Cottage,8,4.0,1,1.0,,29.0,,2017-06-11 19:52:07.116723,49.253216,-123.089868,0101000020E61000003E3DB665C0C55EC07769C36169A04840
16071983,1311,25372543,Shared room,,Vancouver BC,,West End,17,4.5,1,1.0,,34.0,,2017-06-11 19:52:07.113534,49.277741,-123.131729,0101000020E6100000D4BB783F6EC85EC011E15F048DA34840
15784699,1311,102095962,Shared room,,Vancouver BC,,Sunset,2,0.0,1,1.0,,38.0,,2017-06-11 19:52:07.110610,49.213529,-123.098858,0101000020E6100000AC3C81B053C65EC0B1DF13EB549B4840
7134431,1311,1408922,Shared room,,Vancouver BC,,Mount Pleasant,15,5.0,1,1.0,,38.0,,2017-06-11 19:52:07.107727,49.257938,-123.104899,0101000020E610000085984BAAB6C65EC0A532C51C04A14840
8174511,1311,9843675,Shared room,,Vancouver BC,,Kitsilano,31,5.0,2,1.0,,34.0,,2017-06-11 19:52:07.104508,49.26686,-123.166792,0101000020E6100000014F5AB8ACCA5EC0274EEE7728A24840
129184,1311,597619,Shared room,,Vancouver BC,,Renfrew-Collingwood,130,4.5,1,1.0,,21.0,,2017-06-11 19:52:07.101254,49.243601,-123.04753,0101000020E61000000CE544BB0AC35EC0EE224C512E9F4840
16276225,1311,106455648,Shared room,,Vancouver BC,,West End,0,0.0,1,1.0,,37.0,,2017-06-11 19:52:07.097566,49.292116,-123.136652,0101000020E6100000B6BB07E8BEC85EC0B5519D0E64A54840
14826384,1311,92715576,Shared room,,Vancouver BC,,Renfrew-Collingwood,4,5.0,1,1.0,,34.0,,2017-06-11 19:52:07.094712,49.24045,-123.058434,0101000020E61000005EBEF561BDC35EC05F29CB10C79E4840
17829212,1311,101460629,Shared room,,Vancouver BC,,Downtown,17,5.0,1,1.0,,28.0,,2017-06-11 19:52:07.091869,49.276198,-123.127368,0101000020E6100000A5A31CCC26C85EC03D9CC0745AA34840
18932563,1311,26600031,Shared room,,Vancouver BC,,Marpole,1,0.0,1,1.0,,11.0,,2017-06-11 19:52:05.131059,49.21219,-123.144029,0101000020E61000003D2B69C537C95EC0E544BB0A299B4840
2233250,1311,563940,Shared room,,Vancouver BC,,Hastings-Sunrise,46,4.5,4,1.0,,23.0,,2017-06-11 19:52:05.128069,49.268144,-123.029997,0101000020E6100000997E8978EBC15EC02F4FE78A52A24840
249106,1311,1304461,Shared room,,Vancouver BC,,Hastings-Sunrise,42,5.0,2,1.0,,34.0,,2017-06-11 19:52:05.121293,49.28035,-123.053649,0101000020E6100000A31D37FC6EC35EC080B74082E2A34840
18620994,1311,52341876,Shared room,,Vancouver BC,,Mount Pleasant,0,0.0,2,1.0,,31.0,,2017-06-11 19:52:05.110977,49.268589,-123.104521,0101000020E6100000B22FD978B0C65EC05D88D51F61A24840
18636914,1311,55242691,Shared room,,Vancouver BC,,Grandview-Woodland,1,0.0,16,1.0,,23.0,,2017-06-11 19:52:05.108342,49.263578,-123.067406,0101000020E61000007863416150C45EC0F9F884ECBCA14840
13735386,1311,80385497,Shared room,,Vancouver BC,,Kitsilano,7,4.5,2,1.0,,37.0,,2017-06-11 19:52:05.105662,49.262388,-123.154463,0101000020E61000004B5CC7B8E2C95EC0726E13EE95A14840
10121804,1311,51460346,Shared room,,Vancouver BC,,Downtown,1,0.0,1,1.0,,27.0,,2017-06-11 19:52:05.103028,49.28566,-123.122986,0101000020E61000006AF7AB00DFC75EC03FE3C28190A44840
7207249,1311,1855443,Shared room,,Vancouver BC,,Hastings-Sunrise,32,5.0,3,1.0,,23.0,,2017-06-11 19:52:05.100552,49.262228,-123.038785,0101000020E6100000D3A414747BC25EC0390CE6AF90A14840
